Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
1718,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,0.14,0.00,0.00,1.28,0.50,0.07,5.60,0.78,1.35,0.00,0.00,0.00,4.40,0.78,0.64,55.0,Matches,eb0ec070
1719,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,0.26,0.00,0.00,1.55,1.35,0.13,4.32,2.26,1.29,0.00,0.06,0.00,7.03,2.00,1.48,57.4,Matches,493924a7
1720,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,0.30,0.00,0.00,0.83,1.58,1.16,2.02,0.15,0.24,0.12,0.00,0.00,1.88,0.12,0.30,28.6,Matches,42fd9c7f
1721,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,0.00,0.00,0.00,2.50,0.83,0.83,0.83,0.83,0.83,0.00,0.83,0.00,2.50,2.50,3.33,42.9,Matches,cfbf9881
1722,Amadou Mbengue,sn SEN,DFMF,Metz,fr Ligue 1,19,2002,6.8,0.59,0.00,0.00,1.76,0.15,0.00,0.00,1.47,1.47,0.00,0.00,0.00,6.32,0.74,1.03,41.7,Matches,14d2670e
1723,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,32.3,0.12,0.00,0.00,0.62,1.18,0.40,2.32,0.34,0.50,0.00,0.00,0.00,4.02,0.90,3.19,22.0,Matches,6afaebf2
1724,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,5.00,0.00,0.00,0.00,10.0,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,10.0,0.0,Matches,890bc029
1725,Jordi Mboula,es ESP,MFFW,Mallorca,es La Liga,22,1999,4.8,0.42,0.00,0.00,1.25,1.88,1.04,2.50,0.63,0.42,0.00,0.21,0.00,4.17,2.08,1.88,52.6,Matches,4887118d
1726,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,0.00,0.00,4.00,1.00,0.00,100.0,Matches,3f3a2cba
1727,Nathanael Mbuku,fr FRA,FWMF,Reims,fr Ligue 1,19,2002,15.8,0.06,0.00,0.00,0.63,2.47,0.13,2.22,0.70,0.82,0.00,0.00,0.00,4.24,0.63,0.89,41.7,Matches,46750e9c
1728,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16.0,0.25,0.00,0.00,1.50,1.25,0.19,1.13,1.88,1.44,0.00,0.00,0.00,8.44,1.38,1.94,41.5,Matches,cee31595
1729,James Mcatee,eng ENG,MFFW,Manchester City,eng Premier League,18,2002,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,100.0,Matches,96593e89
1730,Kasey McAteer,eng ENG,MF,Leicester City,eng Premier League,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,b2c66859
1731,Liam McCarron,sct SCO,MF,Leeds United,eng Premier League,20,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,076bb352
1732,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17.0,0.06,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.35,0.00,100.0,Matches,36c2ca73
1733,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,0.23,0.00,0.00,1.66,2.36,0.00,3.21,1.02,1.87,0.00,0.00,0.00,5.83,0.64,0.50,56.4,Matches,90f91999
1734,Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,0.07,0.00,0.00,1.25,0.26,0.00,0.79,1.51,0.72,0.00,0.00,0.00,5.53,1.91,1.58,54.7,Matches,01c3aff5
1735,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,1000a059
1736,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,0.10,0.00,0.00,0.53,1.26,0.10,1.23,1.13,0.73,0.00,0.03,0.00,4.95,2.26,2.39,48.6,Matches,471f16b3
1737,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,0.03,0.00,0.00,0.46,1.04,0.03,5.77,1.01,1.42,0.00,0.00,0.00,6.46,0.38,0.46,44.8,Matches,fc15fb84
1738,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,0.34,0.00,0.00,2.08,1.25,0.04,0.49,1.17,1.25,0.00,0.04,0.00,6.45,2.53,1.28,66.3,Matches,d93c2511
1739,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,0.32,0.03,0.03,1.08,0.99,0.03,0.06,1.40,0.73,0.00,0.06,0.00,7.26,0.48,1.05,31.3,Matches,563a68ad
1740,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,0.38,0.00,0.00,1.25,0.38,0.00,0.17,1.28,1.46,0.00,0.07,0.00,7.78,1.28,1.18,52.1,Matches,6f5ec8bb
1741,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,0.23,0.00,0.00,1.63,1.05,0.00,0.58,1.16,1.16,0.00,0.00,0.00,5.00,0.93,1.63,36.4,Matches,d686dbc0
1742,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,0.15,0.00,0.00,0.44,0.34,0.10,0.20,1.18,0.59,0.00,0.00,0.05,6.47,3.33,2.01,62.4,Matches,8df7a2fb
1743,Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches,b500b384
1744,Hannibal Mejbri,tn TUN,MFFW,Manchester Utd,eng Premier League,18,2003,0.8,2.50,0.00,0.00,3.75,0.00,1.25,0.00,0.00,1.25,0.00,0.00,0.00,1.25,0.00,1.25,0.0,Matches,ca22ccb0
1745,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,100.0,Matches,d21e361a
1746,Filippo Melegoni,it ITA,MF,Genoa,it Serie A,22,1999,10.9,0.09,0.00,0.00,1.38,1.83,0.18,3.12,1.01,1.10,0.00,0.00,0.00,6.61,0.46,1.83,20.0,Matches,6604165d
1747,Óscar Melendo,es ESP,MFFW,Espanyol,es La Liga,23,1997,11.0,0.00,0.00,0.00,0.82,3.36,0.00,0.36,0.09,0.45,0.00,0.00,0.00,5.09,0.55,1.36,28.6,Matches,379652be
1748,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,18.8,0.27,0.00,0.00,1.06,1.44,0.11,0.16,0.37,0.85,0.00,0.00,0.00,5.11,1.33,1.65,44.6,Matches,3902e91b
1749,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,20.3,0.15,0.00,0.00,0.69,1.03,0.10,1.23,1.08,1.33,0.00,0.00,0.00,4.63,0.69,0.84,45.2,Matches,70c52749
1750,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,0.28,0.00,0.00,1.87,2.90,0.00,0.09,0.65,1.12,0.00,0.00,0.00,8.60,0.37,0.56,40.0,Matches,48b3dd60
1751,Houboulang Mendes,fr FRA,DF,Lorient,fr Ligue 1,23,1998,35.8,0.14,0.03,0.03,1.12,0.50,0.11,1.82,1.15,0.78,0.03,0.00,0.03,4.97,0.75,1.01,42.9,Matches,1545cf15
1752,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,18.4,0.16,0.00,0.00,1.03,1.30,0.05,2.12,1.14,1.58,0.00,0.00,0.00,5.92,0.54,0.60,47.6,Matches,f20e4cc9
1753,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,10.0,0.00,100.0,Matches,6690ef25
1754,Thiago Mendes,br BRA,MFDF,Lyon,fr Ligue 1,29,1992,20.7,0.14,0.05,0.00,1.11,0.77,0.00,0.53,1.64,1.06,0.00,0.05,0.00,7.29,1.26,0.97,56.5,Matches,c6e5d20f
1755,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches,45f771db
1756,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,33.6,0.24,0.00,0.00,2.23,1.61,0.27,1.22,1.10,1.04,0.00,0.00,0.00,5.92,1.34,1.49,47.4,Matches,c9e39d91
1757,Édgar Méndez,es ESP,MFFW,Alavés,es La Liga,31,1990,17.9,0.34,0.00,0.00,2.79,1.73,0.84,3.30,0.22,0.78,0.00,0.00,0.00,4.08,1.90,2.07,47.9,Matches,aed746df
1758,Arial Mendy,sn SEN,DFMF,Clermont Foot,fr Ligue 1,26,1994,8.8,0.11,0.00,0.00,0.68,1.25,0.00,4.43,0.80,0.45,0.00,0.00,0.00,5.34,0.57,1.02,35.7,Matches,9f0f4b49
1759,Batista Mendy,fr FRA,MFDF,Angers,fr Ligue 1,21,2000,26.8,0.19,0.00,0.00,1.98,0.37,0.04,0.19,1.27,1.04,0.00,0.04,0.07,6.16,0.90,0.90,50.0,Matches,e472a6f6
1760,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,0.9,0.00,0.00,0.00,2.22,0.00,0.00,10.0,0.00,2.22,0.00,0.00,0.00,5.56,0.00,3.33,0.0,Matches,5271c8f1
1761,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34.0,0.09,0.00,0.00,0.03,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.00,1.24,0.32,0.03,91.7,Matches,33887998
1762,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,19.3,0.21,0.00,0.00,0.78,1.24,0.16,1.45,0.93,0.73,0.05,0.05,0.00,5.08,0.57,0.67,45.8,Matches,3cefcaef
1763,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,11.5,0.26,0.00,0.00,1.48,1.57,0.00,0.00,0.96,0.52,0.00,0.00,0.00,6.26,0.43,0.78,35.7,Matches,1598599e
1764,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,13.4,0.07,0.07,0.00,1.19,0.30,0.15,4.03,1.19,1.79,0.00,0.15,0.00,7.84,1.19,0.67,64.0,Matches,9bdd8118
1765,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,5.4,0.37,0.00,0.00,0.74,0.19,0.00,0.19,1.85,1.11,0.00,0.00,0.00,6.67,2.59,2.04,56.0,Matches,9f979eb2
1766,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,0.00,0.00,0.00,0.00,0.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,,Matches,9413b19f
1767,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,3.0,0.67,0.33,0.00,2.00,2.00,0.00,2.67,2.00,1.00,0.00,0.00,0.00,9.67,0.00,1.33,0.0,Matches,0e50f929
1768,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,32.1,0.25,0.00,0.00,1.87,2.09,0.12,0.72,0.65,1.18,0.06,0.03,0.00,8.94,3.40,2.59,56.8,Matches,d080ed5e
1769,Quentin Merlin,fr FRA,DFMF,Nantes,fr Ligue 1,19,2002,21.4,0.00,0.00,0.00,0.47,0.19,0.05,6.40,1.26,1.31,0.00,0.00,0.00,6.78,0.47,1.12,29.4,Matches,0bfca6a1
1770,Martín Merquelanz,es ESP,MF,Rayo Vallecano,es La Liga,26,1995,1.9,0.00,0.00,0.00,1.05,1.05,0.00,6.32,0.00,0.53,0.00,0.00,0.00,3.68,1.58,2.11,42.9,Matches,ddd5348b
1771,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,1997,0.5,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,12.0,4.00,4.00,50.0,Matches,c730da00
1772,Dries Mertens,be BEL,FWMF,Napoli,it Serie A,34,1987,15.4,0.13,0.00,0.00,1.69,1.43,0.32,1.43,0.58,0.45,0.13,0.00,0.00,3.31,0.19,0.52,27.3,Matches,89b2c8a9
1773,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,0.05,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.66,0.35,0.05,86.7,Matches,6b625ac2
1774,Lionel Messi,ar ARG,FWMF,Paris S-G,fr Ligue 1,34,1987,23.9,0.00,0.00,0.00,0.25,1.46,0.42,1.34,0.17,0.13,0.00,0.00,0.00,2.30,0.17,0.13,57.1,Matches,d70ce98e
1775,Junior Messias,br BRA,MF,Milan,it Serie A,30,1991,15.9,0.13,0.00,0.00,1.32,1.51,0.19,3.27,1.07,1.13,0.00,0.06,0.00,5.53,1.76,2.08,45.9,Matches,f49c4ae9
1776,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,1991,15.6,0.26,0.00,0.00,1.73,0.45,0.06,2.88,0.77,1.22,0.00,0.00,0.00,7.76,1.54,0.64,70.6,Matches,e162b013
1777,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,1988,13.6,0.15,0.00,0.00,0.29,0.51,0.00,0.44,1.54,0.74,0.00,0.07,0.00,6.84,1.62,1.84,46.8,Matches,ce492295
1778,Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,0.00,0.00,0.00,0.63,0.99,0.04,1.70,1.86,1.38,0.00,0.04,0.04,5.57,0.91,0.95,48.9,Matches,0b104510
1779,Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,0.22,0.00,0.00,0.65,0.22,0.00,0.00,1.18,0.75,0.00,0.00,0.00,3.76,3.44,0.86,80.0,Matches,9fc0f253
1780,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,0.00,0.00,0.00,0.00,1.25,0.00,0.00,1.25,1.25,0.00,0.00,0.00,6.25,0.00,3.75,0.0,Matches,e63e122d
1781,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,1990,3.8,0.53,0.00,0.00,3.16,1.05,0.79,2.11,0.26,1.58,0.00,0.00,0.00,4.21,3.42,5.53,38.2,Matches,1e274a0a
1782,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,2003,0.8,0.00,1.25,0.00,2.50,5.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,6.25,0.00,1.25,0.0,Matches,fe6c1add
1783,Miguel,es ESP,FWMF,Alavés,es La Liga,21,1999,9.2,0.22,0.00,0.00,2.07,2.17,0.54,0.65,0.11,0.33,0.11,0.00,0.00,3.48,1.52,4.46,25.5,Matches,6763373d
1784,Valentin Mihaila,ro ROU,MFFW,Atalanta,it Serie A,21,2000,0.8,0.00,0.00,0.00,2.50,0.00,0.00,3.75,0.00,1.25,0.00,0.00,0.00,5.00,1.25,5.00,20.0,Matches,81a4c239
1785,Mikael,br BRA,FWMF,Salernitana,it Serie A,22,1999,1.0,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,4.00,6.00,7.00,46.2,Matches,33502726
1786,Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.0,33.3,Matches,5add9b29
1787,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,4788cb6b
1788,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,2004,6.8,0.00,0.00,0.00,1.91,0.29,0.00,3.38,0.74,0.74,0.00,0.00,0.00,6.18,0.15,1.03,12.5,Matches,14df1d7f
1789,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,0.31,0.03,0.03,1.48,0.65,0.00,0.06,1.20,0.98,0.00,0.03,0.00,5.29,3.02,0.98,75.4,Matches,bee704fc
1790,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,1994,15.7,0.06,0.00,0.00,1.21,0.51,0.51,0.32,0.19,0.13,0.00,0.00,0.00,1.40,1.34,1.72,43.8,Matches,85613cf0
1791,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,1995,34.4,0.17,0.03,0.03,1.63,1.31,0.12,1.31,0.99,1.28,0.00,0.00,0.00,5.81,2.91,2.01,59.2,Matches,4e6dbac4
1792,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27.0,0.11,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.00,1.19,0.11,0.04,75.0,Matches,9fa26bc2
1793,Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,1998,33.7,0.15,0.00,0.00,1.13,1.16,0.03,0.33,1.54,0.95,0.03,0.00,0.00,6.05,2.46,1.13,68.6,Matches,2784f898
1794,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,1991,8.6,0.12,0.00,0.00,1.74,1.16,0.00,5.00,1.28,1.05,0.00,0.12,0.12,6.74,1.51,0.70,68.4,Matches,2ce2508a
1795,Luis Milla,es ESP,MF,Granada,es La Liga,26,1994,30.8,0.13,0.00,0.00,0.84,2.08,0.03,4.29,0.81,0.94,0.00,0.00,0.00,7.05,0.97,0.97,50.0,Matches,19c36442
1796,Pere Milla,es ESP,MFFW,Elche,es La Liga,28,1992,18.3,0.22,0.00,0.00,0.93,2.73,0.49,0.71,0.27,0.82,0.00,0.05,0.00,5.68,1.69,2.35,41.9,Matches,335039a2
1797,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.6,0.00,0.00,0.00,3.33,1.67,0.00,5.00,1.67,0.00,0.00,0.00,0.00,6.67,6.67,1.67,80.0,Matches,f76022e7
1798,James Milner,eng ENG,MFDF,Liverpool,eng Premier League,35,1986,9.5,0.21,0.00,0.00,1.79,1.47,0.00,4.53,1.79,1.68,0.00,0.00,0.00,7.58,1.37,1.05,56.5,Matches,2f90f6b8
1799,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,25,1995,26.3,0.15,0.00,0.00,2.02,1.48,0.38,0.46,0.23,0.65,0.08,0.00,0.00,3.99,4.79,5.86,45.0,Matches,0b90bb97
1800,Yerry Mina,co COL,DF,Everton,eng Premier League,26,1994,9.4,0.32,0.00,0.00,0.53,0.96,0.11,0.32,1.17,1.06,0.00,0.00,0.00,4.79,3.19,1.70,65.2,Matches,6d5701f2
1801,Takumi Minamino,jp JPN,FWMF,Liverpool,eng Premier League,26,1995,2.1,0.48,0.00,0.00,1.90,1.90,0.00,0.00,0.48,0.95,0.00,0.00,0.00,6.19,0.48,2.38,16.7,Matches,f833a830
1802,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,28,1993,35.4,0.31,0.00,0.00,0.76,0.68,0.03,0.11,1.30,0.34,0.00,0.03,0.00,5.40,2.29,1.33,63.3,Matches,8397a50c
1803,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,9.9,0.20,0.00,0.00,1.21,0.40,0.10,3.23,0.91,1.11,0.00,0.00,0.00,4.55,0.91,0.61,60.0,Matches,056269d7
1804,Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,20.1,0.30,0.00,0.00,1.59,0.90,1.14,0.45,0.00,0.15,0.00,0.00,0.00,2.44,2.89,2.59,52.7,Matches,bbf5c11b
1805,Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,22.0,0.23,0.00,0.00,1.41,1.05,0.00,2.23,1.59,0.86,0.00,0.00,0.00,6.68,0.82,1.05,43.9,Matches,7f4c7c9f
1806,Aleksei Miranchuk,ru RUS,MFFW,Atalanta,it Serie A,25,1995,8.6,0.00,0.00,0.00,1.63,2.21,0.35,1.98,0.12,0.81,0.00,0.00,0.00,4.19,1.05,1.63,39.1,Matches,a9aa0d1d
1807,Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,0.34,0.00,0.00,1.49,1.49,0.00,3.22,1.72,1.26,0.00,0.00,0.00,4.14,1.38,2.07,40.0,Matches,ead61f73
1808,Fabio Miretti,it ITA,MF,Juventus,it Serie A,17,2003,3.6,0.00,0.00,0.00,1.11,1.11,0.00,1.67,0.56,0.56,0.00,0.00,0.00,5.00,0.83,1.39,37.5,Matches,34693494
1809,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,21,1999,34.5,0.03,0.00,0.00,0.43,0.41,0.06,1.80,1.19,1.65,0.03,0.00,0.00,6.87,0.84,0.93,47.5,Matches,5cbd1eb0
1810,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29.6,0.27,0.03,0.00,0.61,0.14,0.00,0.00,0.74,0.27,0.00,0.00,0.00,3.58,1.89,1.01,65.1,Matches,e6777e6b
1811,Maximilian Mittelstädt,de GER,DFMF,Hertha BSC,de Bundesliga,24,1997,16.6,0.18,0.00,0.00,1.20,2.17,0.06,5.12,2.77,1.99,0.00,0.06,0.00,6.75,1.39,1.63,46.0,Matches,88d4144a
1812,Henrikh Mkhitaryan,am ARM,MF,Roma,it Serie A,32,1989,27.7,0.14,0.04,0.04,1.48,1.84,0.18,1.66,0.79,1.05,0.04,0.00,0.00,7.04,0.47,0.54,46.4,Matches,dd0daf32
1813,Jakub Moder,pl POL,MF,Brighton,eng Premier League,22,1999,18.9,0.05,0.00,0.00,1.01,0.58,0.00,2.38,0.53,1.32,0.00,0.00,0.00,5.66,1.32,1.96,40.3,Matches,f230bc30
1814,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,33,1988,29.0,0.14,0.00,0.00,1.31,1.14,1.24,0.41,0.14,0.21,0.03,0.00,0.00,1.66,3.21,2.93,52.2,Matches,34e4343c
1815,Marco Modolo,it ITA,DF,Venezia,it Serie A,32,1989,4.4,0.45,0.00,0.00,1.36,0.68,0.00,0.00,0.91,0.68,0.00,0.00,0.00,4.32,2.05,1.59,56.3,Matches,fdcdb521
1816,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,35,1985,22.6,0.18,0.00,0.00,1.06,1.42,0.04,2.12,0.88,0.44,0.00,0.00,0.00,5.44,0.27,0.62,30.0,Matches,6025fab1
1817,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,22,1999,30.1,0.03,0.00,0.00,0.80,0.60,0.53,0.23,0.13,0.33,0.03,0.00,0.00,2.39,1.50,2.79,34.9,Matches,065dc209
1818,Kevin Möhwald,de GER,MF,Union Berlin,de Bundesliga,28,1993,3.9,0.51,0.00,0.00,1.54,1.03,0.51,1.79,0.77,0.26,0.00,0.00,0.00,7.69,0.77,0.77,50.0,Matches,a5ce09f2
1819,Dion Moise Sahi,ci CIV,FWMF,Strasbourg,fr Ligue 1,19,2001,1.4,0.00,0.00,0.00,0.71,2.86,0.00,0.71,0.71,0.00,0.00,0.00,0.00,5.00,0.71,2.86,20.0,Matches,cdc4458b
1820,Johan Mojica,co COL,DF,Elche,es La Liga,28,1992,31.7,0.13,0.03,0.00,1.01,1.58,0.13,4.98,0.79,0.79,0.00,0.00,0.00,7.38,0.88,0.66,57.1,Matches,608f2092
1821,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,20,2001,1.3,0.00,0.00,0.00,0.00,0.00,0.00,0.77,2.31,0.77,0.00,0.00,0.00,3.08,3.85,3.08,55.6,Matches,29ddfb9c
1822,Jorge Molina,es ESP,FW,Granada,es La Liga,39,1982,21.8,0.09,0.00,0.00,0.87,1.79,0.50,0.41,0.28,0.09,0.00,0.00,0.00,2.16,4.08,4.27,48.9,Matches,43f71e77
1823,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,23,1998,29.3,0.24,0.03,0.03,1.06,0.55,0.03,3.99,0.75,0.82,0.00,0.00,0.00,5.39,0.34,0.65,34.5,Matches,23610943
1824,Cristian Molinaro,it ITA,DF,Venezia,it Serie A,38,1983,6.1,0.00,0.00,0.00,1.15,1.31,0.16,2.62,0.98,1.48,0.00,0.00,0.00,3.61,0.66,0.33,66.7,Matches,1c8c5aed
1825,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,29.2,0.21,0.00,0.00,1.16,1.71,0.34,3.60,0.82,0.75,0.00,0.00,0.00,4.52,0.45,0.82,35.1,Matches,7e82a78f
1826,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23,1998,32.4,0.06,0.00,0.00,0.62,0.46,0.03,3.02,0.62,0.62,0.00,0.00,0.00,6.39,0.56,0.65,46.2,Matches,9939e168
1827,Monchu,es ESP,MF,Granada,es La Liga,21,1999,7.4,0.41,0.14,0.00,3.92,1.49,0.00,0.81,0.54,0.81,0.00,0.00,0.00,4.73,1.35,1.08,55.6,Matches,8ac501f5
1828,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,30,1991,25.0,0.20,0.00,0.00,1.84,1.32,0.00,1.72,0.88,1.00,0.00,0.00,0.00,6.40,1.40,0.92,60.3,Matches,84d94b91
1829,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,24,1997,11.8,0.59,0.00,0.00,0.76,1.02,0.34,2.80,0.85,0.34,0.00,0.00,0.00,5.76,0.85,0.59,58.8,Matches,374d5158
1830,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34.0,0.03,0.00,0.00,0.00,0.15,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.88,0.32,0.06,84.6,Matches,c1d95617
1831,Ángel Montoro,es ESP,MF,Granada,es La Liga,33,1988,14.8,0.34,0.00,0.00,1.96,1.22,0.14,3.04,0.74,0.88,0.00,0.00,0.00,5.61,0.54,1.22,30.8,Matches,719384c1
1832,Martín Montoya,es ESP,DF,Betis,es La Liga,30,1991,5.8,0.34,0.00,0.00,1.38,1.72,0.00,2.24,1.90,2.07,0.00,0.00,0.00,4.66,1.72,1.03,62.5,Matches,5cec2487
1833,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,24,1996,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,33.3,Matches,bfae110f
1834,Álvaro Morata,es ESP,FW,Juventus,it Serie A,28,1992,25.6,0.20,0.00,0.00,1.88,3.01,0.78,0.78,0.20,0.35,0.08,0.04,0.00,3.44,1.41,1.29,52.2,Matches,129af0db
1835,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,31,1989,5.2,0.19,0.00,0.00,0.96,0.38,0.00,0.38,1.15,1.15,0.00,0.00,0.00,6.15,1.73,2.50,40.9,Matches,e7d22eae
1836,Jon Morcillo,es ESP,MFFW,Athletic Club,es La Liga,22,1998,0.6,3.33,0.00,0.00,3.33,1.67,0.00,11.7,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,,Matches,b7d7f3bf
1837,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,37,1984,6.7,0.00,0.00,0.00,0.60,0.75,0.00,0.15,1.04,1.34,0.00,0.00,0.00,5.52,1.34,1.34,50.0,Matches,e97150c0
